"h_code","thunhap","thubq","year"
"0101600433010014",0,NA,2018
"0101600433010014",0,NA,2018
"0101600433010014",5552,NA,2018
"0101600433010014",0,NA,2018
"0101600433010014",7540,NA,2018
"0101600433010014",11490,NA,2018
"0101600433010015",262411,4373,2018
"0101600433010015",184400,NA,2018
"0101600433010015",0,NA,2018
"0101600433010015",0,NA,2018
"0101600433010015",9889,NA,2018
"0101600433010015",0,NA,2018
"0101600433010015",5941,NA,2018
"0101600433010015",31840,NA,2018
"0101700472015013",167200,3483,2018
"0101700472015013",73000,NA,2018
"0101700472015013",0,NA,2018
"0101700472015013",72000,NA,2018
"0101700472015013",0,NA,2018
"0101700472015013",0,NA,2018
"0101700472015013",5984,NA,2018
"0101700472015013",15720,NA,2018
"0101700472015014",50220,2092,2018
"0101700472015014",0,NA,2018
"0101700472015014",0,NA,2018
"0101700472015014",0,NA,2018
"0101700472015014",12200,NA,2018
"0101700472015014",0,NA,2018
"0101700472015014",6802,NA,2018
"0101700472015014",3810,NA,2018
"0101700472015015",57800,2408,2018
"0101700472015015",0,NA,2018
"0101700472015015",0,NA,2018
"0101700472015015",0,NA,2018
"0101700472015015",26630,NA,2018
"0101700472015015",0,NA,2018
"0101700472015015",3352,NA,2018
"0101700472015015",6320,NA,2018
"0101700508030013",299642,3567,2018
"0101700508030013",294500,NA,2018
"0101700508030013",0,NA,2018
"0101700508030013",0,NA,2018
"0101700508030013",3128,NA,2018
"0101700508030013",0,NA,2018
"0101700508030013",2494,NA,2018
"0101700508030013",15932,NA,2018
"0101700508030014",215800,4495,2018
"0101700508030014",213800,NA,2018
"0101700508030014",0,NA,2018
"0101700508030014",0,NA,2018
"0101700508030014",0,NA,2018
"0101700508030014",0,NA,2018
"0101700508030014",850,NA,2018
"0101700508030014",23573,NA,2018
"0101700508030015",103150,2865,2018
"0101700508030015",73000,NA,2018
"0101700508030015",0,NA,2018
"0101700508030015",0,NA,2018
"0101700508030015",0,NA,2018
"0101700508030015",0,NA,2018
"0101700508030015",1492,NA,2018
"0101700508030015",10786,NA,2018
"0101800574005013",299753,4163,2018
"0101800574005013",261220,NA,2018
"0101800574005013",0,NA,2018
"0101800574005013",0,NA,2018
"0101800574005013",4767,NA,2018
"0101800574005013",0,NA,2018
"0101800574005013",4036,NA,2018
"0101800574005013",24670,NA,2018
"0101800574005014",215905,3598,2018
"0101800574005014",153500,NA,2018
"0101800574005014",0,NA,2018
"0101800574005014",0,NA,2018
"0101800574005014",8095,NA,2018
"0101800574005014",0,NA,2018
"0101800574005014",1800,NA,2018
"0101800574005014",10340,NA,2018
"0102000646014014",240980,3346,2018
"0102000646014014",79200,NA,2018
"0102000646014014",0,NA,2018
"0102000646014014",144000,NA,2018
"0102000646014014",9840,NA,2018
"0102000646014014",0,NA,2018
"0102000646014014",9846,NA,2018
"0102000646014014",25908,NA,2018
"0102000646014015",185400,7725,2018
"0102000646014015",36000,NA,2018
"0102000646014015",0,NA,2018
"0102000646014015",0,NA,2018
"0102000646014015",0,NA,2018
"0102000646014015",0,NA,2018
"0102000646014015",15331,NA,2018
"0102000646014015",16445,NA,2018
"0102100616087014",131200,5466,2018
"0102100616087014",121200,NA,2018
"0102100616087014",0,NA,2018
"0102100616087014",0,NA,2018
"0102100616087014",0,NA,2018
"0102100616087014",0,NA,2018
"0102100616087014",20000,NA,2018
"0102100616087014",4530,NA,2018
"0102100616087015",227560,9481,2018
"0102100616087015",162000,NA,2018
"0102100616087015",0,NA,2018
"0102100616087015",0,NA,2018
"0102100616087015",0,NA,2018
"0102100616087015",0,NA,2018
"0102100616087015",2100,NA,2018
"0102100616087015",17005,NA,2018
